SY,Date,Site,Plot,Quadrat,Species,Height_cm,Height_m,DBH_cm,Mortality,Notes
2024,6/11/2024,Compass Point,B,South,RHMA,52.2,0.522,1.18,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,North,RHMA,53,0.530,1.39,alive,
2024,6/11/2024,Compass Point,B,North,RHMA,226.5,2.265,1.25,alive,mother plant
2024,6/11/2024,Compass Point,B,North,RHMA,185.3,1.853,0.54,alive,branches off main stem of mother plant
2024,6/11/2024,Compass Point,B,North,RHMA,184.8,1.848,0.51,alive,branches off main stem of mother plant
2024,6/11/2024,Compass Point,B,North,RHMA,182.9,1.829,0.55,alive,branches off main stem of mother plant
2024,6/11/2024,Compass Point,B,North,RHMA,167.1,1.671,0.49,alive,branches off main stem of mother plant
2024,6/11/2024,Compass Point,B,North,RHMA,156,1.560,0.42,alive,branches off main stem of mother plant
2024,6/11/2024,Compass Point,C,West,AVGE,192,1.920,0.56,alive,
2024,6/11/2024,Compass Point,C,West,AVGE,247,2.470,1.05,alive,
2024,6/11/2024,Compass Point,C,West,AVGE,266,2.660,1.42,alive,
2024,6/11/2024,Compass Point,C,West,AVGE,290,2.900,1.91,alive,
2024,6/11/2024,Compass Point,C,West,AVGE,830,8.300,1.78,alive,
2024,6/11/2024,Compass Point,C,West,AVGE,199,1.990,0.76,alive,
2024,6/11/2024,Compass Point,C,South,AVGE,126,1.260,,alive,
2024,6/11/2024,Compass Point,C,South,AVGE,148,1.480,6.7,alive,all healthy
2024,6/11/2024,Compass Point,C,South,AVGE,195,1.950,4.44,alive,all healthy
2024,6/11/2024,Compass Point,C,South,AVGE,155,1.550,60,alive,all healthy
2024,6/11/2024,Compass Point,C,North,AVGE,179,1.790,0.54,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,North,AVGE,198,1.980,0.7,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,North,AVGE,188,1.880,0.6,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,North,AVGE,187,1.870,0.67,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,East,AVGE,155,1.550,0.6,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,East,AVGE,184,1.840,0.77,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,East,AVGE,145.9,1.459,0.52,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,East,AVGE,22,0.220,1.66,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,East,AVGE,14.4,0.144,1.25,alive,all healthy but sick leaves
2024,6/11/2024,Compass Point,C,East,AVGE,135.4,1.354,1.26,alive,all healthy but sick leaves
2024,7/8/2024,STEER Basin,B,South,LARA,84.3,0.843,3.82,alive,"IP,MP"
2024,7/8/2024,STEER Basin,B,South,LARA,213,2.130,1.19,alive,"IP,MP"
2024,7/8/2024,STEER Basin,B,South,LARA,144,1.440,0.39,alive,"IP,MP"
2024,7/8/2024,STEER Basin,B,South,RHMA,200,2.000,0.9,alive,"MP,F"
2024,6/18/2024,STEER Basin,C,East,RHMA,195,1.950,1.6,alive,
2024,6/18/2024,STEER Basin,C,North,RHMA,50.4,0.504,1.9,alive,
2024,6/18/2024,STEER Basin,C,South,RHMA,305,3.050,2.6,alive,
2024,6/12/2024,Perseverance Bay,C,West,RHMA,112.5,1.125,1.01,alive,root split
2024,6/12/2024,Perseverance Bay,C,West,RHMA,366,3.660,1.34,alive,
2024,6/12/2024,Perseverance Bay,C,West,RHMA,213.7,2.137,0.88,alive,MSS
2024,6/12/2024,Perseverance Bay,C,West,RHMA,152,1.520,0.74,alive,predation
2024,6/12/2024,Perseverance Bay,C,South,RHMA,54.5,0.545,0.83,alive,NF
2024,6/12/2024,Perseverance Bay,C,South,RHMA,94.6,0.946,1.34,alive,NF
2024,6/12/2024,Perseverance Bay,C,South,RHMA,335,3.350,1.59,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,318,3.180,1.69,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,245.9,2.459,0.985,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,187.5,1.875,0.66,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,212,2.120,0.76,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,143.5,1.435,0.42,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,65.1,0.651,0.78,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,51.4,0.514,0.77,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,94.2,0.942,0.55,alive,
2024,6/12/2024,Perseverance Bay,C,South,RHMA,115.1,1.151,0.6,alive,
2024,6/12/2024,Perseverance Bay,B,West,RHMA,148,1.480,0.41,alive,NF
2024,6/12/2024,Perseverance Bay,B,West,RHMA,82.9,0.829,0.86,alive,
2024,6/12/2024,Perseverance Bay,B,West,RHMA,92,0.920,0.7,alive,
2024,6/12/2024,Perseverance Bay,B,West,RHMA,119.5,1.195,2.15,alive,
2024,6/12/2024,Perseverance Bay,B,West,RHMA,210,2.100,1.08,alive,
2024,6/12/2024,Perseverance Bay,B,West,RHMA,98,0.980,0.11,alive,
2024,6/12/2024,Perseverance Bay,B,West,RHMA,95,0.950,1.21,alive,
2022,10/22/2021,Magens Bay,A,North,RHMA,201,2.010,0.7,alive,
2023,11/22/2022,Brewers Bay,B,West,LARA,120,1.200,,alive,no dbh recorded
2024,6/13/2024,Vessup Bay,A,East,LARA,156,1.560,,alive,no dbh recorded
2024,6/13/2024,Vessup Bay,B,South,LARA,113,1.130,,alive,no dbh recorded
2024,6/13/2024,Vessup Bay,B,South,LARA,,,,alive,no dbh/height recorded
2024,6/13/2024,Vessup Bay,B,West,LARA,105,1.050,,alive,no dbh recorded
